county,ej_variable,value
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,10
Los Angeles,Pollution Burden Score,5.66
Los Angeles,Annual Ozone Concentration,0.059
Los Angeles,Total Population,4395
Los Angeles,Poverty (% Below Poverty Level),16
Los Angeles,Asthma,23.71
Los Angeles,Annual PM 2.5 Concentrations,11.72305579
Los Angeles,Cardiovascular Disease,9.34
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,15.25
Los Angeles,Pollution Burden Score,7.22
Los Angeles,Annual Ozone Concentration,0.047
Los Angeles,Total Population,6236
Los Angeles,Poverty (% Below Poverty Level),17.4
Los Angeles,Asthma,30.47
Los Angeles,Annual PM 2.5 Concentrations,11.90931561
Los Angeles,Cardiovascular Disease,12.49
Los Angeles,Drinking Water Contaminant Index,319.88
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,8.15
Los Angeles,Pollution Burden Score,6.34
Los Angeles,Annual Ozone Concentration,0.041
Los Angeles,Total Population,4424
Los Angeles,Poverty (% Below Poverty Level),20.6
Los Angeles,Asthma,38.8
Los Angeles,Annual PM 2.5 Concentrations,11.94310557
Los Angeles,Cardiovascular Disease,12.82
Los Angeles,Drinking Water Contaminant Index,524.73
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,3
Los Angeles,Pollution Burden Score,6.28
Los Angeles,Annual Ozone Concentration,0.062
Los Angeles,Total Population,2201
Los Angeles,Poverty (% Below Poverty Level),19.3
Los Angeles,Asthma,22.21
Los Angeles,Annual PM 2.5 Concentrations,11.78433174
Los Angeles,Cardiovascular Disease,7.94
Los Angeles,Drinking Water Contaminant Index,749.85
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,11.25
Los Angeles,Pollution Burden Score,6.63
Los Angeles,Annual Ozone Concentration,0.052
Los Angeles,Total Population,5511
Los Angeles,Poverty (% Below Poverty Level),15.7
Los Angeles,Asthma,31.92
Los Angeles,Annual PM 2.5 Concentrations,11.92472965
Los Angeles,Cardiovascular Disease,9.58
Los Angeles,Drinking Water Contaminant Index,344.58
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,4
Los Angeles,Pollution Burden Score,5.92
Los Angeles,Annual Ozone Concentration,0.045
Los Angeles,Total Population,3776
Los Angeles,Poverty (% Below Poverty Level),22.1
Los Angeles,Asthma,50.39
Los Angeles,Annual PM 2.5 Concentrations,7.395298982
Los Angeles,Cardiovascular Disease,15.65
Los Angeles,Drinking Water Contaminant Index,491.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,3.68
Los Angeles,Annual Ozone Concentration,0.064
Los Angeles,Total Population,4845
Los Angeles,Poverty (% Below Poverty Level),28
Los Angeles,Asthma,42.66
Los Angeles,Annual PM 2.5 Concentrations,11.29530355
Los Angeles,Cardiovascular Disease,9.98
Los Angeles,Drinking Water Contaminant Index,663.76
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,1.5
Los Angeles,Pollution Burden Score,4.66
Los Angeles,Annual Ozone Concentration,0.061
Los Angeles,Total Population,4510
Los Angeles,Poverty (% Below Poverty Level),17
Los Angeles,Asthma,38.96
Los Angeles,Annual PM 2.5 Concentrations,11.88944363
Los Angeles,Cardiovascular Disease,11.47
Los Angeles,Drinking Water Contaminant Index,344.64
Los Angeles,Imparired Water Bodies,6
Los Angeles,Groundwater Threats,3
Los Angeles,Pollution Burden Score,5.37
Los Angeles,Annual Ozone Concentration,0.045
Los Angeles,Total Population,5988
Los Angeles,Poverty (% Below Poverty Level),27.1
Los Angeles,Asthma,19.88
Los Angeles,Annual PM 2.5 Concentrations,10.90332114
Los Angeles,Cardiovascular Disease,7.94
Los Angeles,Drinking Water Contaminant Index,634.13
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,5
Los Angeles,Pollution Burden Score,6.1
Los Angeles,Annual Ozone Concentration,0.058
Los Angeles,Total Population,3918
Los Angeles,Poverty (% Below Poverty Level),33.7
Los Angeles,Asthma,24.88
Los Angeles,Annual PM 2.5 Concentrations,11.73728992
Los Angeles,Cardiovascular Disease,9.09
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,4
Los Angeles,Pollution Burden Score,6.46
Los Angeles,Annual Ozone Concentration,0.046
Los Angeles,Total Population,3786
Los Angeles,Poverty (% Below Poverty Level),20.2
Los Angeles,Asthma,103.61
Los Angeles,Annual PM 2.5 Concentrations,11.67734924
Los Angeles,Cardiovascular Disease,14.57
Los Angeles,Drinking Water Contaminant Index,391.08
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,30.3
Los Angeles,Pollution Burden Score,4.23
Los Angeles,Annual Ozone Concentration,0.038
El Dorado,Total Population,5138
El Dorado,Poverty (% Below Poverty Level),25.3
El Dorado,Asthma,49.36
El Dorado,Annual PM 2.5 Concentrations,7.769374483
El Dorado,Cardiovascular Disease,10.24
El Dorado,Drinking Water Contaminant Index,247.91
El Dorado,Imparired Water Bodies,0
El Dorado,Groundwater Threats,23
El Dorado,Pollution Burden Score,4.21
El Dorado,Annual Ozone Concentration,0.057
Los Angeles,Total Population,5577
Los Angeles,Poverty (% Below Poverty Level),24.9
Los Angeles,Asthma,24.34
Los Angeles,Annual PM 2.5 Concentrations,11.74617518
Los Angeles,Cardiovascular Disease,11.31
Los Angeles,Drinking Water Contaminant Index,417.8
Los Angeles,Imparired Water Bodies,6
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.41
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,7280
Los Angeles,Poverty (% Below Poverty Level),16.2
Los Angeles,Asthma,20.22
Los Angeles,Annual PM 2.5 Concentrations,11.36531231
Los Angeles,Cardiovascular Disease,9.11
Los Angeles,Drinking Water Contaminant Index,899.63
Los Angeles,Imparired Water Bodies,2
Los Angeles,Groundwater Threats,28
Los Angeles,Pollution Burden Score,6.46
Los Angeles,Annual Ozone Concentration,0.058
El Dorado,Total Population,3326
El Dorado,Poverty (% Below Poverty Level),44.8
El Dorado,Asthma,31.92
El Dorado,Annual PM 2.5 Concentrations,4.382376171
El Dorado,Cardiovascular Disease,5.83
El Dorado,Drinking Water Contaminant Index,279.57
El Dorado,Imparired Water Bodies,8
El Dorado,Groundwater Threats,14
El Dorado,Pollution Burden Score,3.72
El Dorado,Annual Ozone Concentration,0.05
Los Angeles,Total Population,4016
Los Angeles,Poverty (% Below Poverty Level),44.3
Los Angeles,Asthma,154.47
Los Angeles,Annual PM 2.5 Concentrations,6.660219172
Los Angeles,Cardiovascular Disease,23.65
Los Angeles,Drinking Water Contaminant Index,253.62
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,2.63
Los Angeles,Annual Ozone Concentration,0.062
Los Angeles,Total Population,5161
Los Angeles,Poverty (% Below Poverty Level),16.6
Los Angeles,Asthma,38.73
Los Angeles,Annual PM 2.5 Concentrations,12.06056612
Los Angeles,Cardiovascular Disease,11.93
Los Angeles,Drinking Water Contaminant Index,758.38
Los Angeles,Imparired Water Bodies,2
Los Angeles,Groundwater Threats,1
Los Angeles,Pollution Burden Score,5.15
Los Angeles,Annual Ozone Concentration,0.055
Los Angeles,Total Population,5538
Los Angeles,Poverty (% Below Poverty Level),23.6
Los Angeles,Asthma,28.98
Los Angeles,Annual PM 2.5 Concentrations,11.39242682
Los Angeles,Cardiovascular Disease,8.39
Los Angeles,Drinking Water Contaminant Index,804.77
Los Angeles,Imparired Water Bodies,1
Los Angeles,Groundwater Threats,5.2
Los Angeles,Pollution Burden Score,5.88
Los Angeles,Annual Ozone Concentration,0.055
Los Angeles,Total Population,6416
Los Angeles,Poverty (% Below Poverty Level),19
Los Angeles,Asthma,38.54
Los Angeles,Annual PM 2.5 Concentrations,11.14626422
Los Angeles,Cardiovascular Disease,11.99
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.32
Los Angeles,Annual Ozone Concentration,0.065
Los Angeles,Total Population,3290
Los Angeles,Poverty (% Below Poverty Level),14.3
Los Angeles,Asthma,23.85
Los Angeles,Annual PM 2.5 Concentrations,11.21810429
Los Angeles,Cardiovascular Disease,7.02
Los Angeles,Drinking Water Contaminant Index,634.13
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,6.66
Los Angeles,Annual Ozone Concentration,0.056
Los Angeles,Total Population,3688
Los Angeles,Poverty (% Below Poverty Level),14
Los Angeles,Asthma,27.2
Los Angeles,Annual PM 2.5 Concentrations,11.6560084
Los Angeles,Cardiovascular Disease,9.48
Los Angeles,Drinking Water Contaminant Index,335.48
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,20.8
Los Angeles,Pollution Burden Score,5.72
Los Angeles,Annual Ozone Concentration,0.041
Los Angeles,Total Population,3971
Los Angeles,Poverty (% Below Poverty Level),32.1
Los Angeles,Asthma,39.09
Los Angeles,Annual PM 2.5 Concentrations,11.35864584
Los Angeles,Cardiovascular Disease,10.33
Los Angeles,Drinking Water Contaminant Index,634.13
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,4.36
Los Angeles,Annual Ozone Concentration,0.059
Los Angeles,Total Population,2689
Los Angeles,Poverty (% Below Poverty Level),16
Los Angeles,Asthma,33.22
Los Angeles,Annual PM 2.5 Concentrations,11.95304076
Los Angeles,Cardiovascular Disease,7.85
Los Angeles,Drinking Water Contaminant Index,659.35
Los Angeles,Imparired Water Bodies,2
Los Angeles,Groundwater Threats,4.8
Los Angeles,Pollution Burden Score,6.88
Los Angeles,Annual Ozone Concentration,0.061
Los Angeles,Total Population,7446
Los Angeles,Poverty (% Below Poverty Level),20.9
Los Angeles,Asthma,27.21
Los Angeles,Annual PM 2.5 Concentrations,11.7451443
Los Angeles,Cardiovascular Disease,13.35
Los Angeles,Drinking Water Contaminant Index,760.49
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,30
Los Angeles,Pollution Burden Score,6.55
Los Angeles,Annual Ozone Concentration,0.05
Los Angeles,Total Population,7004
Los Angeles,Poverty (% Below Poverty Level),18.1
Los Angeles,Asthma,21.05
Los Angeles,Annual PM 2.5 Concentrations,11.77107454
Los Angeles,Cardiovascular Disease,9.35
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,9.5
Los Angeles,Pollution Burden Score,6.33
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,2151
Los Angeles,Poverty (% Below Poverty Level),11.4
Los Angeles,Asthma,45.2
Los Angeles,Annual PM 2.5 Concentrations,12.01976856
Los Angeles,Cardiovascular Disease,9.31
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,4.75
Los Angeles,Pollution Burden Score,6.27
Los Angeles,Annual Ozone Concentration,0.047
Los Angeles,Total Population,2106
Los Angeles,Poverty (% Below Poverty Level),7.5
Los Angeles,Asthma,30.96
Los Angeles,Annual PM 2.5 Concentrations,11.76547567
Los Angeles,Cardiovascular Disease,16.84
Los Angeles,Drinking Water Contaminant Index,685.63
Los Angeles,Imparired Water Bodies,6
Los Angeles,Groundwater Threats,4.75
Los Angeles,Pollution Burden Score,5.85
Los Angeles,Annual Ozone Concentration,0.057
Los Angeles,Total Population,5337
Los Angeles,Poverty (% Below Poverty Level),25.7
Los Angeles,Asthma,60.67
Los Angeles,Annual PM 2.5 Concentrations,7.243753752
Los Angeles,Cardiovascular Disease,14.26
Los Angeles,Drinking Water Contaminant Index,453.06
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,3.71
Los Angeles,Annual Ozone Concentration,0.062
Los Angeles,Total Population,3117
Los Angeles,Poverty (% Below Poverty Level),10.5
Los Angeles,Asthma,26.69
Los Angeles,Annual PM 2.5 Concentrations,11.90145406
Los Angeles,Cardiovascular Disease,11.44
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,3
Los Angeles,Pollution Burden Score,5.14
Los Angeles,Annual Ozone Concentration,0.051
Los Angeles,Total Population,3488
Los Angeles,Poverty (% Below Poverty Level),9.5
Los Angeles,Asthma,59.55
Los Angeles,Annual PM 2.5 Concentrations,11.96890818
Los Angeles,Cardiovascular Disease,13.44
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0.3
Los Angeles,Pollution Burden Score,4.18
Los Angeles,Annual Ozone Concentration,0.059
Los Angeles,Total Population,5823
Los Angeles,Poverty (% Below Poverty Level),15.5
Los Angeles,Asthma,45.11
Los Angeles,Annual PM 2.5 Concentrations,6.980416541
Los Angeles,Cardiovascular Disease,12.9
Los Angeles,Drinking Water Contaminant Index,638.59
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,4.45
Los Angeles,Annual Ozone Concentration,0.062
Los Angeles,Total Population,3138
Los Angeles,Poverty (% Below Poverty Level),13.4
Los Angeles,Asthma,26.48
Los Angeles,Annual PM 2.5 Concentrations,11.30302493
Los Angeles,Cardiovascular Disease,7.75
Los Angeles,Drinking Water Contaminant Index,634.13
Los Angeles,Imparired Water Bodies,2
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,6.59
Los Angeles,Annual Ozone Concentration,0.056
Los Angeles,Total Population,2529
Los Angeles,Poverty (% Below Poverty Level),11.4
Los Angeles,Asthma,26.09
Los Angeles,Annual PM 2.5 Concentrations,11.87394388
Los Angeles,Cardiovascular Disease,10.32
Los Angeles,Drinking Water Contaminant Index,346.5
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,19
Los Angeles,Pollution Burden Score,5.8
Los Angeles,Annual Ozone Concentration,0.041
Los Angeles,Total Population,2553
Los Angeles,Poverty (% Below Poverty Level),14.4
Los Angeles,Asthma,19.55
Los Angeles,Annual PM 2.5 Concentrations,11.55081434
Los Angeles,Cardiovascular Disease,9.39
Los Angeles,Drinking Water Contaminant Index,746.16
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,8.7
Los Angeles,Pollution Burden Score,6.32
Los Angeles,Annual Ozone Concentration,0.057
Los Angeles,Total Population,3650
Los Angeles,Poverty (% Below Poverty Level),10.7
Los Angeles,Asthma,52.54
Los Angeles,Annual PM 2.5 Concentrations,11.22167655
Los Angeles,Cardiovascular Disease,13.58
Los Angeles,Drinking Water Contaminant Index,879.7
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,4.7
Los Angeles,Annual Ozone Concentration,0.067
Los Angeles,Total Population,2854
Los Angeles,Poverty (% Below Poverty Level),17
Los Angeles,Asthma,24.89
Los Angeles,Annual PM 2.5 Concentrations,9.850586503
Los Angeles,Cardiovascular Disease,8.38
Los Angeles,Drinking Water Contaminant Index,640.93
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.01
Los Angeles,Annual Ozone Concentration,0.065
Los Angeles,Total Population,2373
Los Angeles,Poverty (% Below Poverty Level),17.5
Los Angeles,Asthma,35.41
Los Angeles,Annual PM 2.5 Concentrations,12.09716625
Los Angeles,Cardiovascular Disease,9.13
Los Angeles,Drinking Water Contaminant Index,748.7
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,4.92
Los Angeles,Annual Ozone Concentration,0.051
Los Angeles,Total Population,6324
Los Angeles,Poverty (% Below Poverty Level),18.5
Los Angeles,Asthma,20.96
Los Angeles,Annual PM 2.5 Concentrations,9.704437269
Los Angeles,Cardiovascular Disease,11.59
Los Angeles,Drinking Water Contaminant Index,637.77
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,8
Los Angeles,Pollution Burden Score,5.61
Los Angeles,Annual Ozone Concentration,0.063
Los Angeles,Total Population,3552
Los Angeles,Poverty (% Below Poverty Level),22.1
Los Angeles,Asthma,29
Los Angeles,Annual PM 2.5 Concentrations,10.87528753
Los Angeles,Cardiovascular Disease,15.55
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,4.63
Los Angeles,Annual Ozone Concentration,0.065
Los Angeles,Total Population,2459
Los Angeles,Poverty (% Below Poverty Level),24
Los Angeles,Asthma,36.55
Los Angeles,Annual PM 2.5 Concentrations,11.69483322
Los Angeles,Cardiovascular Disease,12.15
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,7
Los Angeles,Groundwater Threats,3.75
Los Angeles,Pollution Burden Score,5.85
Los Angeles,Annual Ozone Concentration,0.046
Los Angeles,Total Population,3530
Los Angeles,Poverty (% Below Poverty Level),12.8
Los Angeles,Asthma,59.14
Los Angeles,Annual PM 2.5 Concentrations,11.72139398
Los Angeles,Cardiovascular Disease,11.14
Los Angeles,Drinking Water Contaminant Index,417.8
Los Angeles,Imparired Water Bodies,5
Los Angeles,Groundwater Threats,25.1
Los Angeles,Pollution Burden Score,5.83
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,4631
Los Angeles,Poverty (% Below Poverty Level),16.3
Los Angeles,Asthma,28.65
Los Angeles,Annual PM 2.5 Concentrations,11.59256118
Los Angeles,Cardiovascular Disease,7.92
Los Angeles,Drinking Water Contaminant Index,488.79
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.28
Los Angeles,Annual Ozone Concentration,0.053
Los Angeles,Total Population,5625
Los Angeles,Poverty (% Below Poverty Level),19.6
Los Angeles,Asthma,25.99
Los Angeles,Annual PM 2.5 Concentrations,12.17657329
Los Angeles,Cardiovascular Disease,9.07
Los Angeles,Drinking Water Contaminant Index,515.98
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,5.5
Los Angeles,Pollution Burden Score,5.05
Los Angeles,Annual Ozone Concentration,0.051
Los Angeles,Total Population,4221
Los Angeles,Poverty (% Below Poverty Level),13.2
Los Angeles,Asthma,28.57
Los Angeles,Annual PM 2.5 Concentrations,11.71620563
Los Angeles,Cardiovascular Disease,8.12
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,17
Los Angeles,Groundwater Threats,23.8
Los Angeles,Pollution Burden Score,6.56
Los Angeles,Annual Ozone Concentration,0.045
Los Angeles,Total Population,5694
Los Angeles,Poverty (% Below Poverty Level),18.2
Los Angeles,Asthma,30.71
Los Angeles,Annual PM 2.5 Concentrations,11.77449393
Los Angeles,Cardiovascular Disease,10.74
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.52
Los Angeles,Annual Ozone Concentration,0.046
Los Angeles,Total Population,9609
Los Angeles,Poverty (% Below Poverty Level),18.2
Los Angeles,Asthma,19.31
Los Angeles,Annual PM 2.5 Concentrations,11.42099762
Los Angeles,Cardiovascular Disease,8.4
Los Angeles,Drinking Water Contaminant Index,893.37
Los Angeles,Imparired Water Bodies,2
Los Angeles,Groundwater Threats,25.85
Los Angeles,Pollution Burden Score,6.43
Los Angeles,Annual Ozone Concentration,0.06
Los Angeles,Total Population,4070
Los Angeles,Poverty (% Below Poverty Level),41.2
Los Angeles,Asthma,33.69
Los Angeles,Annual PM 2.5 Concentrations,11.60712094
Los Angeles,Cardiovascular Disease,8.51
Los Angeles,Drinking Water Contaminant Index,339.04
Los Angeles,Imparired Water Bodies,5
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,4.32
Los Angeles,Annual Ozone Concentration,0.04
Los Angeles,Total Population,3228
Los Angeles,Poverty (% Below Poverty Level),18.7
Los Angeles,Asthma,20.89
Los Angeles,Annual PM 2.5 Concentrations,11.57819697
Los Angeles,Cardiovascular Disease,9.16
Los Angeles,Drinking Water Contaminant Index,785.53
Los Angeles,Imparired Water Bodies,4
Los Angeles,Groundwater Threats,6.75
Los Angeles,Pollution Burden Score,6.71
Los Angeles,Annual Ozone Concentration,0.053
Los Angeles,Total Population,4924
Los Angeles,Poverty (% Below Poverty Level),8.9
Los Angeles,Asthma,41.39
Los Angeles,Annual PM 2.5 Concentrations,10.69531607
Los Angeles,Cardiovascular Disease,12.07
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,4
Los Angeles,Groundwater Threats,10.3
Los Angeles,Pollution Burden Score,5.08
Los Angeles,Annual Ozone Concentration,0.059
Los Angeles,Total Population,6459
Los Angeles,Poverty (% Below Poverty Level),16.6
Los Angeles,Asthma,30.7
Los Angeles,Annual PM 2.5 Concentrations,11.84978232
Los Angeles,Cardiovascular Disease,12.58
Los Angeles,Drinking Water Contaminant Index,320.16
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,13.05
Los Angeles,Pollution Burden Score,4.99
Los Angeles,Annual Ozone Concentration,0.041
Los Angeles,Total Population,7622
Los Angeles,Poverty (% Below Poverty Level),18.8
Los Angeles,Asthma,27.88
Los Angeles,Annual PM 2.5 Concentrations,11.94186195
Los Angeles,Cardiovascular Disease,11.32
Los Angeles,Drinking Water Contaminant Index,707.71
Los Angeles,Imparired Water Bodies,6
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.25
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,5936
Los Angeles,Poverty (% Below Poverty Level),14.9
Los Angeles,Asthma,31.1
Los Angeles,Annual PM 2.5 Concentrations,11.7922658
Los Angeles,Cardiovascular Disease,10.47
Los Angeles,Drinking Water Contaminant Index,425.8
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,6.4
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,2019
Los Angeles,Poverty (% Below Poverty Level),11.5
Los Angeles,Asthma,24.21
Los Angeles,Annual PM 2.5 Concentrations,11.72971837
Los Angeles,Cardiovascular Disease,11.52
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,17.1
Los Angeles,Pollution Burden Score,6.25
Los Angeles,Annual Ozone Concentration,0.049
Los Angeles,Total Population,5519
Los Angeles,Poverty (% Below Poverty Level),28.3
Los Angeles,Asthma,60.67
Los Angeles,Annual PM 2.5 Concentrations,7.066875013
Los Angeles,Cardiovascular Disease,14.26
Los Angeles,Drinking Water Contaminant Index,473.21
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,3.37
Los Angeles,Annual Ozone Concentration,0.062
Los Angeles,Total Population,1634
Los Angeles,Poverty (% Below Poverty Level),35
Los Angeles,Asthma,45.88
Los Angeles,Annual PM 2.5 Concentrations,5.78980373
Los Angeles,Cardiovascular Disease,12.3
Los Angeles,Drinking Water Contaminant Index,724.89
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,6
Los Angeles,Pollution Burden Score,5.32
Los Angeles,Annual Ozone Concentration,0.057
Los Angeles,Total Population,4572
Los Angeles,Poverty (% Below Poverty Level),13.2
Los Angeles,Asthma,48.93
Los Angeles,Annual PM 2.5 Concentrations,11.37082616
Los Angeles,Cardiovascular Disease,15.34
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.56
Los Angeles,Annual Ozone Concentration,0.064
Los Angeles,Total Population,5314
Los Angeles,Poverty (% Below Poverty Level),22.3
Los Angeles,Asthma,58.68
Los Angeles,Annual PM 2.5 Concentrations,7.516040087
Los Angeles,Cardiovascular Disease,12.5
Los Angeles,Drinking Water Contaminant Index,473.09
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,3.67
Los Angeles,Annual Ozone Concentration,0.062
Los Angeles,Total Population,4811
Los Angeles,Poverty (% Below Poverty Level),29.2
Los Angeles,Asthma,21.68
Los Angeles,Annual PM 2.5 Concentrations,11.78676393
Los Angeles,Cardiovascular Disease,7.87
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,3
Los Angeles,Pollution Burden Score,6.05
Los Angeles,Annual Ozone Concentration,0.046
Los Angeles,Total Population,3981
Los Angeles,Poverty (% Below Poverty Level),33.9
Los Angeles,Asthma,14.71
Los Angeles,Annual PM 2.5 Concentrations,11.74779166
Los Angeles,Cardiovascular Disease,11.3
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0.8
Los Angeles,Pollution Burden Score,5.82
Los Angeles,Annual Ozone Concentration,0.049
Los Angeles,Total Population,2645
Los Angeles,Poverty (% Below Poverty Level),15.2
Los Angeles,Asthma,26.46
Los Angeles,Annual PM 2.5 Concentrations,12.21273895
Los Angeles,Cardiovascular Disease,10.71
Los Angeles,Drinking Water Contaminant Index,435.94
Los Angeles,Imparired Water Bodies,5
Los Angeles,Groundwater Threats,2
Los Angeles,Pollution Burden Score,4.7
Los Angeles,Annual Ozone Concentration,0.053
Los Angeles,Total Population,3171
Los Angeles,Poverty (% Below Poverty Level),14.3
Los Angeles,Asthma,34.83
Los Angeles,Annual PM 2.5 Concentrations,11.53890555
Los Angeles,Cardiovascular Disease,10.87
Los Angeles,Drinking Water Contaminant Index,787.01
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.88
Los Angeles,Annual Ozone Concentration,0.059
Los Angeles,Total Population,3745
Los Angeles,Poverty (% Below Poverty Level),24.3
Los Angeles,Asthma,26.46
Los Angeles,Annual PM 2.5 Concentrations,12.32124981
Los Angeles,Cardiovascular Disease,10.71
Los Angeles,Drinking Water Contaminant Index,435.94
Los Angeles,Imparired Water Bodies,5
Los Angeles,Groundwater Threats,2
Los Angeles,Pollution Burden Score,4.97
Los Angeles,Annual Ozone Concentration,0.053
Los Angeles,Total Population,9852
Los Angeles,Poverty (% Below Poverty Level),19
Los Angeles,Asthma,27.53
Los Angeles,Annual PM 2.5 Concentrations,11.69453379
Los Angeles,Cardiovascular Disease,10.07
Los Angeles,Drinking Water Contaminant Index,619.99
Los Angeles,Imparired Water Bodies,29
Los Angeles,Groundwater Threats,44.65
Los Angeles,Pollution Burden Score,7.94
Los Angeles,Annual Ozone Concentration,0.045
Los Angeles,Total Population,4402
Los Angeles,Poverty (% Below Poverty Level),9.9
Los Angeles,Asthma,34.4
Los Angeles,Annual PM 2.5 Concentrations,11.6438093
Los Angeles,Cardiovascular Disease,15.1
Los Angeles,Drinking Water Contaminant Index,461.83
Los Angeles,Imparired Water Bodies,2
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.4
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,3957
Los Angeles,Poverty (% Below Poverty Level),13.7
Los Angeles,Asthma,18.52
Los Angeles,Annual PM 2.5 Concentrations,9.895990017
Los Angeles,Cardiovascular Disease,7.64
Los Angeles,Drinking Water Contaminant Index,647.04
